has_dependents,tenure_mo,home_phone,multi_line,internet_plan,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,unlimited_data_opt,extra_data_fees_total,long_dist_fees_total,received_refund,tenure_log1p,tenure_group,bundle_score,is_autopay,penalty_fees_total,penalty_fee_rate,avg_billed_per_month,fee_minus_avg_billed,recent_offer_missing,left_flag
No,12,1,Yes,DSL,Month-to-month,Yes,Electronic check,67.25,832.3,Male,54,No,0,No,0,Offer D,45.8,DSL,4,Yes,0,549.6,0,2.5649493574615367,7-12,4,0,549.6,0.6603388201369699,69.35833333333333,-2.1083333333333343,0,0
No,2,1,No,No,Month-to-month,No,Mailed check,20.35,45.3,Female,52,No,0,No,0,Unknown,25.92,Unknown,0,No,0,51.84,0,1.0986122886681098,0-6,0,0,51.84,1.1443708609271526,22.65,-2.299999999999997,1,0
Yes,39,0,No,DSL,One year,No,Bank transfer (automatic),45.05,1790.6,Male,40,No,0,No,0,Offer C,0.0,DSL,13,Yes,0,0.0,0,3.6888794541139363,25-48,4,1,0.0,0.0,45.91282051282051,-0.8628205128205124,0,0
No,1,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.95,74.95,Male,59,No,0,No,0,Offer E,30.07,Fiber Optic,26,Yes,0,30.07,0,0.6931471805599453,0-6,0,0,30.07,0.4012008005336891,74.95,0.0,0,1
No,55,1,No,Fiber optic,Month-to-month,Yes,Electronic check,81.55,4509.5,Female,39,No,0,No,0,Offer B,22.34,Fiber Optic,4,Yes,0,1228.7,0,4.02535169073515,49-72,2,0,1228.7,0.27246923162213105,81.99090909090908,-0.4409090909090878,0,0
No,10,1,No,DSL,Month-to-month,Yes,Credit card (automatic),67.8,653.15,Female,62,Yes,0,Yes,6,Offer D,37.08,Cable,7,Yes,0,370.8,0,2.3978952727983707,7-12,4,1,370.8,0.5677103268774402,65.315,2.4849999999999994,0,0
No,11,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,111.4,1183.05,Male,75,No,0,No,0,Unknown,2.63,Fiber Optic,13,No,40,28.93,0,2.4849066497880004,7-12,6,0,68.93,0.05826465491737459,107.55,3.8500000000000085,1,0
Yes,1,1,No,No,Month-to-month,No,Mailed check,20.05,20.05,Male,46,No,3,No,0,Unknown,7.66,Unknown,0,No,0,7.66,0,0.6931471805599453,0-6,0,0,7.66,0.3820448877805486,20.05,0.0,1,0
No,3,1,No,DSL,Month-to-month,No,Electronic check,45.0,127.1,Female,76,No,0,No,0,Unknown,30.14,DSL,6,No,10,90.42,0,1.3862943611198906,0-6,0,0,100.42,0.7900865460267507,42.36666666666667,2.633333333333333,1,1
Yes,47,1,No,Fiber optic,One year,Yes,Electronic check,96.1,4391.45,Male,23,Yes,2,Yes,1,Offer B,15.59,Fiber Optic,52,Yes,0,732.73,0,3.871201010907891,25-48,5,0,732.73,0.16685377267189655,93.43510638297872,2.664893617021278,0,0
Yes,15,1,No,No,One year,No,Mailed check,19.65,270.6,Female,36,No,0,No,0,Unknown,23.56,Unknown,0,No,0,353.4,0,2.772588722239781,13-24,0,0,353.4,1.3059866962305984,18.040000000000003,1.6099999999999959,1,0
No,68,1,No,DSL,One year,Yes,Bank transfer (automatic),60.65,3975.9,Female,78,Yes,0,Yes,2,Unknown,40.55,DSL,20,Yes,0,2757.4,0,4.23410650459726,49-72,4,1,2757.4,0.6935285092683418,58.46911764705882,2.1808823529411754,1,0
Yes,17,1,No,Fiber optic,One year,No,Bank transfer (automatic),98.6,1704.95,Female,38,Yes,0,Yes,1,Offer D,5.4,Fiber Optic,8,Yes,0,91.8,0,2.8903717578961645,13-24,6,1,91.8,0.0538432212088331,100.29117647058824,-1.6911764705882462,0,1
No,7,1,No,DSL,Month-to-month,Yes,Mailed check,59.5,415.95,Female,54,No,0,No,0,Offer E,2.24,DSL,22,Yes,0,15.68,0,2.0794415416798357,7-12,3,0,15.68,0.0376968385623272,59.42142857142857,0.07857142857142918,0,1
No,12,1,No,Fiber optic,Month-to-month,Yes,Electronic check,80.45,950.2,Male,77,Yes,0,Yes,1,Offer D,6.97,Fiber Optic,19,Yes,0,83.64,0,2.5649493574615367,7-12,1,0,83.64,0.08802357398442433,79.18333333333334,1.2666666666666657,0,1
No,21,1,Yes,DSL,One year,No,Bank transfer (automatic),71.7,1497.05,Female,73,Yes,0,Yes,4,Unknown,30.3,DSL,18,No,100,636.3,0,3.091042453358316,13-24,3,1,736.3,0.4918339400821616,71.28809523809524,0.4119047619047649,1,0
No,21,0,No,DSL,Month-to-month,Yes,Mailed check,36.0,780.15,Male,39,No,0,No,0,Unknown,0.0,DSL,9,Yes,0,0.0,0,3.091042453358316,13-24,3,0,0.0,0.0,37.15,-1.1499999999999986,1,0
No,65,0,No,DSL,Two year,Yes,Bank transfer (automatic),53.5,3517.9,Female,75,No,0,No,0,Offer B,0.0,Cable,9,Yes,0,0.0,0,4.189654742026425,49-72,4,1,0.0,0.0,54.121538461538464,-0.6215384615384636,0,0
Yes,68,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),109.05,7508.55,Female,55,Yes,3,Yes,1,Unknown,18.42,Fiber Optic,53,Yes,0,1252.56,0,4.23410650459726,49-72,7,1,1252.56,0.16681782767644884,110.41985294117647,-1.3698529411764753,1,0
Yes,48,1,Yes,No,Two year,No,Bank transfer (automatic),26.3,1245.05,Male,59,Yes,3,Yes,1,Offer B,20.73,Unknown,0,No,0,995.04,0,3.8918202981106265,25-48,0,1,995.04,0.7991968194048432,25.938541666666666,0.361458333333335,0,0
No,50,1,Yes,Fiber optic,One year,Yes,Electronic check,106.8,5347.95,Female,66,No,0,No,0,Offer B,10.6,Fiber Optic,14,Yes,0,530.0,0,3.9318256327243257,49-72,5,0,530.0,0.09910339475873933,106.959,-0.15900000000000603,0,0
No,7,1,No,DSL,Month-to-month,Yes,Electronic check,64.95,493.65,Female,67,No,0,No,0,Unknown,7.82,Cable,7,Yes,0,54.74,0,2.0794415416798357,7-12,3,0,54.74,0.11088828117087006,70.52142857142857,-5.571428571428569,1,0
Yes,63,1,No,No,Two year,No,Electronic check,19.35,1263.85,Female,31,Yes,3,No,0,Offer B,41.84,Unknown,0,No,0,2635.92,0,4.1588830833596715,49-72,0,0,2635.92,2.085627250069233,20.06111111111111,-0.7111111111111086,0,0
Yes,42,1,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,Female,53,Yes,0,Yes,1,Unknown,34.02,Fiber Optic,18,Yes,0,1428.84,0,3.7612001156935624,25-48,1,1,1428.84,0.42223404255319147,80.57142857142857,-2.6214285714285666,1,1
Yes,4,1,No,No,Month-to-month,No,Mailed check,18.85,84.2,Male,41,Yes,1,Yes,1,Offer E,39.04,Unknown,0,No,0,156.16,0,1.6094379124341003,0-6,0,0,156.16,1.8546318289786223,21.05,-2.1999999999999993,0,0
Yes,62,1,Yes,No,Two year,No,Bank transfer (automatic),26.0,1638.7,Female,51,No,3,No,0,Offer B,2.83,Unknown,0,No,0,175.46,0,4.143134726391533,49-72,0,1,175.46,0.10707267956306829,26.43064516129032,-0.4306451612903217,0,0
No,2,1,No,Fiber optic,Month-to-month,Yes,Electronic check,74.7,165.4,Male,74,No,0,No,0,Unknown,6.51,Fiber Optic,11,Yes,0,13.02,0,1.0986122886681098,0-6,1,0,13.02,0.07871825876662636,82.7,-8.0,1,1
No,2,1,No,Fiber optic,Month-to-month,Yes,Electronic check,70.35,120.25,Female,45,Yes,0,Yes,1,Offer E,7.7,Fiber Optic,22,No,20,15.4,0,1.0986122886681098,0-6,0,0,35.4,0.29438669438669435,60.125,10.224999999999994,0,0
No,48,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),96.9,4473.45,Male,33,Yes,0,Yes,1,Offer B,6.1,Fiber Optic,18,Yes,0,292.8,0,3.8918202981106265,25-48,4,1,292.8,0.06545283841330517,93.19687499999999,3.703125000000014,0,0
No,27,1,No,No,Two year,No,Bank transfer (automatic),19.55,520.55,Male,53,Yes,0,Yes,1,Offer C,44.19,Unknown,0,No,0,1193.13,0,3.332204510175204,25-48,0,1,1193.13,2.2920564787244264,19.27962962962963,0.27037037037037237,0,0
No,1,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.8,88.8,Male,77,No,0,No,0,Unknown,49.6,Fiber Optic,20,No,10,49.6,0,0.6931471805599453,0-6,2,0,59.6,0.6711711711711712,88.8,0.0,1,1
No,46,1,Yes,Fiber optic,One year,Yes,Electronic check,94.65,4312.5,Male,44,Yes,0,Yes,1,Offer B,10.13,Fiber Optic,3,Yes,0,465.98,0,3.8501476017100584,25-48,3,0,465.98,0.10805333333333333,93.75,0.9000000000000057,0,0
No,30,1,No,Fiber optic,Month-to-month,Yes,Electronic check,90.25,2755.35,Male,33,No,0,No,0,Unknown,30.06,Fiber Optic,19,Yes,0,901.8,0,3.4339872044851463,25-48,3,0,901.8,0.3272905438510534,91.845,-1.5949999999999989,1,1
No,15,1,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Female,51,No,0,No,0,Offer D,47.57,DSL,26,Yes,0,713.55,0,2.772588722239781,13-24,3,1,713.55,0.7174601578603388,66.30333333333333,-1.6533333333333218,0,1
Yes,69,1,Yes,Fiber optic,One year,No,Credit card (automatic),95.75,6511.25,Male,35,Yes,2,Yes,9,Unknown,42.45,Fiber Optic,27,Yes,0,2929.05,0,4.248495242049359,49-72,3,1,2929.05,0.4498444999040123,94.3659420289855,1.3840579710144993,1,0
Yes,72,1,No,Fiber optic,Two year,Yes,Credit card (automatic),104.1,7447.7,Male,67,Yes,2,Yes,4,Unknown,16.82,Fiber Optic,25,No,40,1211.04,0,4.290459441148391,49-72,6,1,1251.04,0.16797669079044536,103.44027777777778,0.6597222222222143,1,0
No,17,1,No,No,One year,Yes,Mailed check,20.1,279.5,Male,46,No,0,No,0,Unknown,31.6,Unknown,0,No,0,537.2,0,2.8903717578961645,13-24,0,0,537.2,1.9220035778175315,16.441176470588236,3.658823529411766,1,0
No,72,1,Yes,DSL,Two year,Yes,Bank transfer (automatic),90.95,6468.6,Female,52,Yes,0,Yes,6,Unknown,42.64,DSL,15,Yes,0,3070.08,0,4.290459441148391,49-72,8,1,3070.08,0.474612744643354,89.84166666666667,1.1083333333333343,1,0
No,34,1,No,No,Month-to-month,No,Mailed check,19.7,675.6,Male,31,No,0,No,0,Offer C,36.52,Unknown,0,No,0,1241.68,0,3.5553480614894135,25-48,0,0,1241.68,1.8378922439313203,19.870588235294118,-0.17058823529411882,0,0
No,67,0,No,DSL,Two year,Yes,Bank transfer (automatic),50.95,3521.7,Male,39,Yes,0,Yes,10,Unknown,0.0,DSL,6,Yes,0,0.0,0,4.219507705176107,49-72,6,1,0.0,0.0,52.56268656716418,-1.6126865671641752,1,0
No,49,1,No,No,One year,Yes,Bank transfer (automatic),20.05,923.1,Female,56,Yes,0,Yes,3,Unknown,22.1,Unknown,0,No,0,1082.9,0,3.912023005428146,49-72,0,1,1082.9,1.1731123388581952,18.838775510204083,1.2112244897959172,1,0
Yes,53,1,No,No,Two year,Yes,Mailed check,19.4,1110.35,Male,38,Yes,3,Yes,8,Unknown,25.32,Unknown,0,No,0,1341.96,0,3.9889840465642745,49-72,0,0,1341.96,1.2085918854415276,20.95,-1.5500000000000007,1,0
No,27,1,Yes,DSL,Month-to-month,No,Electronic check,59.45,1611.65,Male,55,No,0,No,0,Unknown,33.94,Cable,25,Yes,0,916.38,0,3.332204510175204,25-48,3,0,916.38,0.5685974001799398,59.69074074074074,-0.24074074074074048,1,0
No,23,1,No,Fiber optic,Month-to-month,Yes,Electronic check,94.75,2293.6,Female,77,No,0,No,0,Offer D,31.17,Fiber Optic,23,Yes,0,716.91,0,3.1780538303479458,13-24,3,0,716.91,0.31256975933031045,99.72173913043478,-4.971739130434784,0,1
Yes,2,0,No,DSL,Month-to-month,No,Bank transfer (automatic),29.05,44.75,Female,51,Yes,2,Yes,4,Offer E,0.0,Cable,27,Yes,0,0.0,0,1.0986122886681098,0-6,2,1,0.0,0.0,22.375,6.675000000000001,0,0
No,54,1,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),97.2,5129.45,Female,39,No,0,No,0,Unknown,31.55,Fiber Optic,8,Yes,0,1703.7,0,4.007333185232471,49-72,4,1,1703.7,0.33214087280312704,94.9898148148148,2.210185185185196,1,0
No,9,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Female,46,Yes,0,Yes,1,Offer E,31.75,Fiber Optic,25,Yes,0,285.75,0,2.302585092994046,7-12,1,1,285.75,0.4356609239213295,72.87777777777778,2.87222222222222,0,1
No,20,1,Yes,DSL,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,Male,53,No,0,No,0,Unknown,33.14,DSL,17,No,130,662.8,0,3.044522437723423,13-24,3,1,792.8,0.6655473472128945,59.56,-0.35999999999999943,1,0
No,11,1,No,Fiber optic,Month-to-month,Yes,Mailed check,75.9,866.4,Male,20,No,0,No,0,Unknown,13.55,Fiber Optic,27,Yes,0,149.05,0,2.4849066497880004,7-12,1,0,149.05,0.172033702677747,78.76363636363637,-2.8636363636363598,1,0
No,30,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.05,2627.2,Female,68,Yes,0,Yes,8,Offer C,47.75,Fiber Optic,27,Yes,0,1432.5,0,3.4339872044851463,25-48,2,0,1432.5,0.5452573081607796,87.57333333333332,2.4766666666666737,0,0
No,68,1,No,DSL,Two year,No,Bank transfer (automatic),70.95,4741.45,Male,56,Yes,0,Yes,4,Unknown,11.94,DSL,3,Yes,0,811.92,0,4.23410650459726,49-72,5,1,811.92,0.1712387560767276,69.72720588235293,1.2227941176470694,1,0
No,38,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102.6,4009.2,Male,79,Yes,0,Yes,7,Offer C,4.75,Fiber Optic,24,Yes,0,180.5,1,3.6635616461296463,25-48,4,0,180.5,0.04502145066347401,105.50526315789473,-2.905263157894737,0,0
No,17,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Female,80,Yes,0,Yes,1,Offer D,36.82,Fiber Optic,6,Yes,0,625.94,0,2.8903717578961645,13-24,2,1,625.94,0.42771533021285324,86.08529411764707,-0.7352941176470722,0,1
No,1,1,No,DSL,Month-to-month,No,Electronic check,43.8,43.8,Female,39,No,0,No,0,Offer E,37.5,DSL,3,Yes,0,37.5,0,0.6931471805599453,0-6,0,0,37.5,0.8561643835616439,43.8,0.0,0,0
No,3,1,No,DSL,One year,Yes,Electronic check,69.95,220.45,Female,58,No,0,No,0,Offer E,29.51,Cable,17,No,30,88.53,0,1.3862943611198906,0-6,4,0,118.53,0.5376729417101384,73.48333333333333,-3.5333333333333314,0,0
No,48,1,Yes,No,One year,No,Bank transfer (automatic),24.35,1133.7,Female,25,No,0,No,0,Unknown,13.67,Unknown,0,No,0,656.16,0,3.8918202981106265,25-48,0,1,656.16,0.5787774543530034,23.618750000000002,0.7312499999999993,1,0
Yes,68,1,Yes,Fiber optic,Two year,Yes,Credit card (automatic),84.4,5746.75,Female,44,Yes,1,Yes,3,Unknown,24.94,Fiber Optic,30,Yes,0,1695.92,0,4.23410650459726,49-72,2,1,1695.92,0.29510940966633314,84.51102941176471,-0.11102941176470438,1,0
Yes,7,1,No,No,One year,No,Mailed check,20.65,134.05,Female,20,Yes,0,Yes,2,Offer E,41.64,Unknown,0,No,0,291.48,0,2.0794415416798357,7-12,0,0,291.48,2.1744125326370756,19.150000000000002,1.4999999999999964,0,0
No,72,1,Yes,DSL,Two year,Yes,Bank transfer (automatic),87.1,6230.1,Male,48,Yes,0,Yes,5,Unknown,12.02,Cable,26,Yes,0,865.44,0,4.290459441148391,49-72,8,1,865.44,0.13891269803052922,86.52916666666667,0.5708333333333258,1,0
No,29,1,No,No,Month-to-month,No,Mailed check,19.85,573.05,Female,46,Yes,0,No,0,Unknown,5.69,Unknown,0,No,0,165.01,0,3.4011973816621555,25-48,0,0,165.01,0.28795044062472736,19.760344827586206,0.08965517241379573,1,0
No,37,1,No,Fiber optic,Month-to-month,Yes,Electronic check,90.35,3419.3,Male,56,Yes,0,Yes,4,Unknown,6.99,Fiber Optic,22,No,150,258.63,0,3.6375861597263857,25-48,5,0,408.63,0.11950691662036088,92.41351351351352,-2.063513513513527,1,0
No,42,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.65,3541.35,Female,79,No,0,No,0,Unknown,9.53,Fiber Optic,17,Yes,0,400.26,0,3.7612001156935624,25-48,1,0,400.26,0.11302469397263755,84.31785714285714,0.33214285714286973,1,1
Yes,59,1,Yes,DSL,One year,No,Mailed check,65.5,3801.3,Female,57,Yes,0,Yes,6,Unknown,14.49,Cable,25,Yes,0,854.91,0,4.0943445622221,49-72,4,0,854.91,0.22489937652908212,64.42881355932204,1.0711864406779625,1,0
Yes,11,1,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Male,61,Yes,0,Yes,1,Offer D,13.33,Fiber Optic,19,No,50,146.63,0,2.4849066497880004,7-12,1,1,196.63,0.22640184225676452,78.95454545454545,0.5454545454545467,0,1
Yes,60,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.95,4859.1,Male,71,Yes,1,Yes,10,Unknown,18.23,Fiber Optic,11,Yes,0,1093.8,1,4.110873864173311,49-72,1,0,1093.8,0.22510341421250846,80.985,-0.03499999999999659,1,0
No,27,1,No,DSL,Month-to-month,Yes,Mailed check,56.15,1439.35,Female,29,No,0,No,0,Unknown,1.31,Cable,53,Yes,0,35.37,0,3.332204510175204,25-48,3,0,35.37,0.024573592246500155,53.30925925925926,2.840740740740742,1,0
No,1,1,No,Fiber optic,Month-to-month,Yes,Electronic check,79.1,79.1,Male,65,No,0,No,0,Unknown,42.3,Fiber Optic,16,Yes,0,42.3,0,0.6931471805599453,0-6,1,0,42.3,0.5347661188369153,79.1,0.0,1,1
No,17,0,No,DSL,Month-to-month,No,Mailed check,34.4,592.75,Male,36,Yes,0,Yes,1,Unknown,0.0,Cable,10,Yes,0,0.0,0,2.8903717578961645,13-24,2,0,0.0,0.0,34.86764705882353,-0.4676470588235304,1,0
No,58,1,No,No,Two year,No,Mailed check,20.75,1185.95,Male,31,Yes,0,Yes,9,Unknown,18.68,Unknown,0,No,0,1083.44,0,4.07753744390572,49-72,0,0,1083.44,0.9135629663982462,20.44741379310345,0.30258620689654947,1,0
Yes,1,1,No,No,One year,No,Mailed check,18.8,18.8,Male,29,Yes,0,Yes,9,Unknown,43.57,Unknown,0,No,0,43.57,0,0.6931471805599453,0-6,0,0,43.57,2.3175531914893615,18.8,0.0,1,0
No,53,1,Yes,Fiber optic,Month-to-month,No,Electronic check,90.8,4921.2,Female,50,No,0,No,0,Unknown,2.51,Fiber Optic,19,No,60,133.03,0,3.9889840465642745,49-72,3,0,193.03,0.039224172965943264,92.85283018867923,-2.0528301886792377,1,0
Yes,50,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),105.95,5341.8,Male,37,Yes,0,No,0,Unknown,20.88,Fiber Optic,13,Yes,0,1044.0,0,3.9318256327243257,49-72,5,1,1044.0,0.19543973941368079,106.836,-0.8859999999999957,1,1
No,47,1,Yes,No,Month-to-month,No,Electronic check,25.4,1139.2,Male,20,Yes,0,Yes,1,Unknown,10.07,Unknown,0,No,0,473.29,0,3.871201010907891,25-48,0,0,473.29,0.4154582162921348,24.238297872340425,1.1617021276595736,1,0
No,65,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,Female,69,Yes,0,Yes,4,Unknown,48.53,Fiber Optic,9,Yes,0,3154.45,1,4.189654742026425,49-72,4,1,3154.45,0.4453896603576446,108.96076923076923,-0.16076923076923322,1,0
No,51,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.65,4812.75,Male,44,Yes,0,Yes,1,Unknown,21.08,Fiber Optic,9,Yes,0,1075.08,0,3.9512437185814275,49-72,3,0,1075.08,0.2233816425120773,94.36764705882354,0.2823529411764696,1,1
No,46,1,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Female,57,No,0,No,0,Unknown,6.18,Cable,8,No,80,284.28,0,3.8501476017100584,25-48,3,1,364.28,0.08280031821797931,95.6413043478261,0.408695652173904,1,1
No,9,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.85,663.55,Female,51,No,0,No,0,Offer E,42.41,Fiber Optic,8,Yes,0,381.69,0,2.302585092994046,7-12,0,0,381.69,0.5752241730088162,73.72777777777777,3.12222222222222,0,0
No,8,1,No,No,Two year,No,Mailed check,20.25,174.65,Female,41,No,0,No,0,Offer E,15.86,Unknown,0,No,0,126.88,0,2.1972245773362196,7-12,0,0,126.88,0.7264815344975665,21.83125,-1.5812500000000007,0,0
No,14,1,Yes,No,One year,Yes,Credit card (automatic),24.8,321.7,Male,40,No,0,No,0,Unknown,33.5,Unknown,0,No,0,469.0,0,2.70805020110221,13-24,0,1,469.0,1.4578800124339448,22.978571428571428,1.821428571428573,1,0
No,45,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,115.65,5125.5,Female,26,No,0,No,0,Unknown,33.73,Fiber Optic,30,Yes,0,1517.85,0,3.828641396489095,25-48,8,0,1517.85,0.29613696224758557,113.9,1.75,1,0
No,8,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.6,548.9,Female,21,No,0,No,0,Offer E,1.28,Fiber Optic,42,Yes,0,10.24,0,2.1972245773362196,7-12,0,1,10.24,0.0186554928037894,68.6125,5.987499999999997,0,0
Yes,1,1,No,DSL,Month-to-month,Yes,Mailed check,50.15,50.15,Male,68,No,0,No,0,Offer E,39.78,Cable,12,Yes,0,39.78,0,0.6931471805599453,0-6,1,0,39.78,0.7932203389830509,50.15,0.0,0,1
Yes,66,1,No,Fiber optic,One year,Yes,Bank transfer (automatic),103.15,7031.3,Male,40,Yes,2,Yes,7,Unknown,39.45,Fiber Optic,19,Yes,0,2603.7,0,4.204692619390966,49-72,6,1,2603.7,0.3703013667458364,106.53484848484848,-3.384848484848476,1,0
Yes,72,1,Yes,DSL,Two year,No,Credit card (automatic),72.1,5016.65,Male,39,Yes,0,Yes,5,Unknown,42.55,DSL,18,Yes,0,3063.6,0,4.290459441148391,49-72,5,1,3063.6,0.6106864142405789,69.67569444444445,2.4243055555555486,1,0
No,41,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Female,41,Yes,0,Yes,1,Unknown,5.01,Fiber Optic,10,Yes,0,205.41,0,3.7376696182833684,25-48,8,1,205.41,0.04470342441158228,112.07195121951219,1.5280487804878078,1,1
Yes,23,1,Yes,No,Two year,No,Mailed check,25.1,611.45,Female,47,Yes,2,Yes,4,Unknown,35.86,Unknown,0,No,0,824.78,0,3.1780538303479458,13-24,0,0,824.78,1.34889197808488,26.584782608695654,-1.484782608695653,1,0
No,29,1,No,Fiber optic,Month-to-month,Yes,Electronic check,78.9,2384.15,Female,37,No,0,No,0,Unknown,44.33,Fiber Optic,7,Yes,0,1285.57,0,3.4011973816621555,25-48,1,0,1285.57,0.5392152339408174,82.21206896551725,-3.3120689655172413,1,1
No,4,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.15,319.85,Female,27,No,0,No,0,Offer E,6.5,Fiber Optic,73,Yes,0,26.0,0,1.6094379124341003,0-6,1,0,26.0,0.08128810379865561,79.9625,0.1875,0,0
Yes,6,1,Yes,No,Two year,No,Mailed check,25.4,153.3,Male,58,Yes,3,Yes,8,Offer E,31.73,Unknown,0,No,0,190.38,0,1.9459101490553132,0-6,0,0,190.38,1.2418786692759294,25.55,-0.15000000000000213,0,0
No,67,1,Yes,Fiber optic,One year,Yes,Credit card (automatic),105.4,7035.6,Female,70,Yes,0,Yes,3,Unknown,2.67,Fiber Optic,25,Yes,0,178.89,0,4.219507705176107,49-72,6,1,178.89,0.02542640286542725,105.0089552238806,0.3910447761194007,1,0
Yes,56,1,Yes,No,One year,Yes,Mailed check,24.45,1431.65,Male,64,Yes,0,Yes,7,Unknown,32.93,Unknown,0,No,0,1844.08,0,4.04305126783455,49-72,0,0,1844.08,1.2880801871965912,25.56517857142857,-1.1151785714285722,1,0
Yes,23,1,No,No,Two year,No,Credit card (automatic),19.6,426.65,Male,60,Yes,3,Yes,10,Unknown,34.04,Unknown,0,No,0,782.92,0,3.1780538303479458,13-24,0,1,782.92,1.8350404312668465,18.55,1.0500000000000007,1,0
Yes,35,1,Yes,DSL,Month-to-month,No,Mailed check,50.15,1655.35,Female,52,No,1,No,0,Unknown,38.82,DSL,19,No,130,1358.7,0,3.58351893845611,25-48,0,0,1488.7,0.8993264264354971,47.29571428571428,2.854285714285716,1,0
No,27,1,No,Fiber optic,Month-to-month,Yes,Electronic check,70.55,1943.9,Male,71,Yes,0,No,0,Offer C,30.49,Fiber Optic,16,Yes,0,823.23,1,3.332204510175204,25-48,0,0,823.23,0.4234940068933587,71.9962962962963,-1.4462962962962962,0,0
Yes,26,1,Yes,DSL,Month-to-month,Yes,Electronic check,60.05,1616.15,Female,35,Yes,0,Yes,1,Unknown,22.33,DSL,13,Yes,0,580.58,0,3.295836866004329,25-48,3,0,580.58,0.35923645701203477,62.159615384615385,-2.1096153846153882,1,1
Yes,12,1,Yes,No,One year,No,Mailed check,26.4,314.95,Male,54,Yes,0,Yes,5,Unknown,45.15,Unknown,0,No,0,541.8,0,2.5649493574615367,7-12,0,0,541.8,1.7202730592157485,26.245833333333334,0.154166666666665,1,0
No,40,1,No,No,Two year,No,Mailed check,20.15,804.85,Female,33,No,0,No,0,Unknown,8.36,Unknown,0,No,0,334.4,0,3.713572066704308,25-48,0,0,334.4,0.4154811455550723,20.12125,0.02874999999999872,1,0
Yes,7,0,No,DSL,Month-to-month,No,Mailed check,58.85,465.7,Male,21,Yes,2,Yes,9,Offer E,0.0,Cable,47,Yes,0,0.0,0,2.0794415416798357,7-12,6,0,0.0,0.0,66.52857142857142,-7.6785714285714235,0,0
Yes,70,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,Male,62,Yes,3,Yes,8,Unknown,32.38,Fiber Optic,53,Yes,0,2266.6,0,4.2626798770413155,49-72,3,1,2266.6,0.3398684970123181,95.27214285714285,2.277857142857144,1,0
Yes,60,1,No,No,Two year,No,Credit card (automatic),19.65,1161.75,Male,31,Yes,1,Yes,7,Unknown,21.98,Unknown,0,No,0,1318.8,0,4.110873864173311,49-72,0,1,1318.8,1.1351839896707552,19.3625,0.28749999999999787,1,0
Yes,39,0,No,DSL,One year,Yes,Credit card (automatic),25.25,947.75,Male,27,Yes,0,Yes,8,Unknown,0.0,DSL,48,Yes,0,0.0,0,3.6888794541139363,25-48,0,1,0.0,0.0,24.30128205128205,0.9487179487179489,1,0
No,72,1,Yes,Fiber optic,Two year,No,Credit card (automatic),114.45,8375.05,Male,53,Yes,0,Yes,5,Unknown,6.29,Fiber Optic,8,Yes,0,452.88,0,4.290459441148391,49-72,8,1,452.88,0.0540749010453669,116.32013888888888,-1.8701388888888744,1,0
No,1,0,No,DSL,Month-to-month,Yes,Electronic check,34.7,34.7,Female,31,No,0,No,0,Offer E,0.0,DSL,8,Yes,0,0.0,0,0.6931471805599453,0-6,1,0,0.0,0.0,34.7,0.0,0,1
Yes,54,1,Yes,DSL,One year,Yes,Electronic check,70.7,3770.0,Male,49,Yes,0,Yes,3,Unknown,48.45,DSL,28,Yes,0,2616.3,0,4.007333185232471,49-72,4,0,2616.3,0.6939787798408489,69.81481481481481,0.8851851851851933,1,0
